,pcd7,Large User,Total households,Population aged 65+,Females,Females aged 5-9,Females aged 65-69,Females aged 65+,Females aged 70-74,Females aged 75-79,Females aged 80-84,Females aged 85-89,Females aged 90-94,Females aged 95_99,Females aged 100+,Males,Males aged 5-9,Males aged 65-69,Males aged 65+,Males aged 70-74,Males aged 75-79,Males aged 80-84,Males aged 85-89,Males aged 90-94,Males aged 95-99,Males aged 100+,Females aged under 25,Females aged 25-44,Females aged 45-65,Males aged under 25,Males aged 25-44,Males aged 45-65,PC_Area,Target,Mean Income,Median Income,Mode Income,Lower Quartile
5723,W1J5NR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,W,0,68500,60833.33333,110000,40000
5724,W1J5NT,0,2,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,W,0,88100,81666.66667,110000,56500
5725,W1J5NU,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,W,0,88200,82692.30769,110000,58500
5726,W1J5NW,0,3,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,W,0,64600,57058.82353,110000,36388.88889
5727,W1J5NX,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,W,0,61500,55000,42500,35833.33333
5728,W1J5PA,0,3,2,4,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,W,0,43600,35000,17500,19666.66667
5729,W1J5PF,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,77000,71000,110000,46666.66667
5730,W1J5PU,0,6,4,7,0,0,0,0,0,0,0,0,0,0,8,0,1,4,1,1,0,1,0,0,0,2,2,3,1,0,3,W,1,77900,71206.89655,110000,48030.30303
5731,W1J5PX,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,88200,82142.85714,110000,58000
5732,W1J5PY,0,10,2,7,0,0,0,0,0,0,0,0,0,0,12,1,1,2,1,0,0,0,0,0,0,0,4,3,1,4,4,W,0,70000,62327.58621,110000,41500
5733,W1J5QA,0,4,1,8,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,2,4,2,0,0,2,W,1,71500,63913.04348,110000,42391.30435
5734,W1J5QD,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,W,0,35900,32000,17500,20454.54545
5735,W1J5QG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,34700,30500,17500,19583.33333
5736,W1J5QN,0,2,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,W,0,81600,75000,110000,51000
5737,W1J5QP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,W,1,70400,61666.66667,110000,40833.33333
5738,W1J5RB,0,2,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,W,0,69900,62727.27273,110000,41666.66667
5739,W1J5RF,0,4,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,W,0,75500,68250,110000,46666.66667
5740,W1J5RG,0,2,2,3,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,W,0,34900,30750,22500,19782.6087
5741,W1J5RH,0,2,1,2,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,W,0,40800,36176.47059,22500,23000
5742,W1J5RQ,0,3,1,2,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,W,0,59000,51111.11111,32500,32000
5743,W1J6AS,0,2,1,2,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,W,1,45200,41750,32500,29736.84211
5744,W1J6DG,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,W,0,57900,52105.26316,32500,34047.61905
5745,W1J6EA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,35900,31500,22500,20416.66667
5746,W1J6EE,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,32100,28636.36364,17500,18461.53846
5747,W1J6HZ,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,32100,28636.36364,17500,18461.53846
5748,W1J6JA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,34700,30500,17500,19583.33333
5749,W1J6LF,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,32100,28636.36364,17500,18461.53846
5750,W1J6LP,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,W,1,58400,52500,32500,34285.71429
5751,W1J6LT,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,W,0,33300,29545.45455,17500,19000
5752,W1J6LY,0,4,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,W,0,52400,46724.13793,32500,30161.29032
5753,W1J6LZ,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,32100,28636.36364,17500,18461.53846
5754,W1J6NB,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,69500,61666.66667,110000,40833.33333
5755,W1J6NH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,W,0,52000,49444.44444,37500,35555.55556
5756,W1J6NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,W,0,69800,65833.33333,110000,47857.14286
5757,W1J6NP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,34000,30000,17500,19166.66667
5758,W1J6NR,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,W,0,44300,38541.66667,22500,24259.25926
5759,W1J6NS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,34000,30000,17500,19166.66667
5760,W1J6NT,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,40000,35555.55556,22500,23000
5761,W1J6NU,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,W,0,53600,48571.42857,32500,31875
5762,W1J6NX,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,72300,64166.66667,110000,43333.33333
5763,W1J6NZ,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,88200,82142.85714,110000,58000
5764,W1J6PB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,W,0,34100,30000,17500,19166.66667
5765,W1J6PD,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,W,0,57800,51923.07692,32500,33928.57143
5766,W1J6PT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,W,0,88200,82142.85714,110000,58000
5767,W1J6QD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,35500,31000,22500,20000
5768,W1J6QE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,88200,82142.85714,110000,58000
5769,W1J6QF,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,W,0,88200,82142.85714,110000,58000
5770,W1J6QQ,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,W,0,52500,46875,32500,32058.82353
5771,W1J6QX,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,W,0,33000,29090.90909,17500,18653.84615
5772,W1J7AB,0,5,4,7,0,0,1,1,0,0,0,0,0,0,7,0,1,3,1,0,0,1,0,0,0,2,2,2,0,0,4,W,1,77700,71041.66667,110000,47592.59259
5773,W1J7AF,0,16,4,13,1,1,2,1,0,0,0,0,0,0,17,0,1,2,1,0,0,0,0,0,0,2,4,4,2,7,6,W,0,46100,40041.66667,32500,25217.3913
5774,W1J7AG,0,19,2,10,0,0,1,1,0,0,0,0,0,0,18,0,1,1,0,0,0,0,0,0,0,1,6,2,2,12,3,W,0,36200,30500,17500,18609.86547
5775,W1J7AH,0,2,1,4,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,W,0,32300,28260.86957,17500,18076.92308
5776,W1J7AL,0,4,0,7,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,2,W,0,40000,34594.59459,22500,21585.36585
5777,W1J7AP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,55700,50000,27500,32142.85714
5778,W1J7AR,0,12,5,11,1,1,2,1,0,0,0,0,0,0,15,1,1,3,1,1,0,0,0,0,0,1,3,4,2,5,4,W,0,69300,61666.66667,110000,41216.21622
5779,W1J7AW,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,58800,52500,32500,34285.71429
5780,W1J7AY,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,34500,30000,17500,19166.66667
5781,W1J7AZ,0,3,2,2,0,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,W,0,88200,82250,110000,58333.33333
5782,W1J7BD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,67900,63571.42857,47500,45714.28571
5783,W1J7BG,0,3,2,2,0,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,W,0,58000,51578.94737,42500,33250
5784,W1J7BT,0,2,2,4,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,W,1,66200,59166.66667,110000,39166.66667
5785,W1J7BX,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,60800,54166.66667,37500,35714.28571
5786,W1J7BY,0,2,2,4,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,W,1,47800,40714.28571,22500,25294.11765
5787,W1J7BZ,0,5,1,5,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,1,3,0,0,2,2,W,1,62700,55517.24138,42500,35967.74194
5788,W1J7DD,0,14,7,14,1,1,3,1,0,1,0,0,0,0,18,1,2,4,1,1,0,0,0,0,0,2,4,4,2,6,5,W,1,78400,71911.76471,110000,48400
5789,W1J7DE,0,5,0,8,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,4,W,1,33200,29196.42857,17500,18730.15873
5790,W1J7DF,0,2,1,2,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,W,1,31000,27173.91304,17500,17500
5791,W1J7DG,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,33400,29090.90909,17500,18461.53846
5792,W1J7DH,0,2,2,6,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,W,1,62000,55909.09091,42500,35833.33333
5793,W1J7DL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,32600,28636.36364,17500,18461.53846
5794,W1J7DZ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,71700,65833.33333,110000,47857.14286
5795,W1J7EA,0,2,1,3,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,W,1,51700,45625,32500,31111.11111
5796,W1J7EG,0,8,5,6,0,0,1,1,0,0,0,0,0,0,13,0,1,4,1,1,1,0,0,0,0,1,4,0,1,5,3,W,0,69200,61888.88889,110000,40531.91489
5797,W1J7EH,0,8,4,4,0,0,1,1,0,0,0,0,0,0,10,0,1,3,1,1,0,0,0,0,0,0,2,1,2,1,4,W,0,60400,53823.52941,42500,35188.67925
5798,W1J7EL,0,3,2,3,0,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,W,0,69200,62058.82353,110000,41111.11111
5799,W1J7EQ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,37000,32000,17500,20454.54545
5800,W1J7ES,0,8,2,5,0,0,0,0,0,0,0,0,0,0,11,0,1,2,1,0,0,0,0,0,0,0,3,2,2,4,3,W,0,62800,55851.06383,42500,36400
5801,W1J7EW,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,68800,64285.71429,110000,46428.57143
5802,W1J7EY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,63800,58571.42857,47500,42142.85714
5803,W1J7FU,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,34000,30000,17500,19166.66667
5804,W1J7FY,0,3,0,6,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,W,1,73000,66333.33333,110000,44062.5
5805,W1J7FZ,0,8,2,6,1,0,0,0,0,0,0,0,0,0,7,0,1,2,1,0,0,0,0,0,0,0,4,1,0,3,2,W,1,42700,35737.70492,22500,22051.28205
5806,W1J7HA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,68300,64285.71429,47500,46428.57143
5807,W1J7HB,0,3,2,3,1,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,W,1,64900,58055.55556,47500,38333.33333
5808,W1J7HE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,33200,29090.90909,17500,18461.53846
5809,W1J7HJ,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,60800,54166.66667,37500,35714.28571
5810,W1J7HL,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,W,1,36100,32000,22500,20434.78261
5811,W1J7HN,0,9,2,6,0,0,0,0,0,0,0,0,0,0,11,0,1,2,1,0,0,0,0,0,0,0,4,2,2,4,3,W,1,72200,64903.84615,110000,43627.45098
5812,W1J7HP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,55300,50000,27500,32142.85714
5813,W1J7HY,0,3,2,5,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,W,0,68400,61470.58824,110000,40555.55556
5814,W1J7HZ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,35100,30500,17500,19583.33333
5815,W1J7JD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,68700,60833.33333,110000,40000
5816,W1J7JE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,73500,65000,110000,44000
5817,W1J7JF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,38700,34500,22500,22272.72727
5818,W1J7JG,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,W,1,36600,32250,22500,20652.17391
5819,W1J7JH,0,3,0,6,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,2,W,0,64100,57777.77778,47500,38055.55556
5820,W1J7JJ,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,W,0,79100,71111.11111,110000,47272.72727
5821,W1J7JL,0,2,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,W,0,78000,70500,110000,47272.72727
5822,W1J7JN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,65600,60714.28571,42500,42857.14286
5823,W1J7JQ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,48900,43750,22500,28125
5824,W1J7LB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,W,1,88200,82692.30769,110000,58500
5825,W1J7LD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,71800,63333.33333,110000,42500
5826,W1J7LE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,72000,65833.33333,110000,47857.14286
5827,W1J7LF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,69600,61666.66667,110000,40833.33333
5828,W1J7LG,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,W,1,88200,82692.30769,110000,58500
5829,W1J7LJ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,68800,60833.33333,110000,40000
5830,W1J7LQ,0,8,3,5,0,0,0,0,0,0,0,0,0,0,11,0,1,3,1,1,0,0,0,0,0,1,4,0,1,5,2,W,1,66200,59148.93617,110000,38936.17021
5831,W1J7LS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,68500,60833.33333,110000,40000
5832,W1J7LU,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,37100,32000,17500,20454.54545
5833,W1J7LX,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,37100,32000,17500,20454.54545
5834,W1J7LY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,71100,63333.33333,110000,42500
5835,W1J7NE,0,8,3,7,0,0,0,0,0,0,0,0,0,0,12,0,1,3,1,1,0,0,0,0,0,1,4,2,0,7,2,W,1,48300,42083.33333,32500,26461.53846
5836,W1J7NG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,26100,22857.14286,17500,15000
5837,W1J7NH,0,4,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,2,0,3,0,W,1,53300,46296.2963,32500,29137.93103
5838,W1J7NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,34000,30000,17500,19166.66667
5839,W1J7NP,0,6,4,5,0,0,1,1,0,0,0,0,0,0,8,0,1,3,1,0,0,1,0,0,0,0,3,1,2,0,3,W,0,62200,52586.2069,110000,30270.27027
5840,W1J7NQ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,26100,22857.14286,17500,15000
5841,W1J7NT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,71300,63333.33333,110000,42500
5842,W1J7NW,0,3,2,5,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,W,0,38500,30476.19048,12500,17058.82353
5843,W1J7PA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,58500,52500,32500,34285.71429
5844,W1J7PD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,88200,82142.85714,110000,58000
5845,W1J7PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,54500,50000,27500,32142.85714
5846,W1J7PL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,38400,34500,22500,22272.72727
5847,W1J7PN,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,49500,44375,27500,28750
5848,W1J7PR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,38000,34000,22500,21818.18182
5849,W1J7PS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,88200,82142.85714,110000,58000
5850,W1J7PW,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,34200,30000,17500,19166.66667
5851,W1J7QA,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,54200,49285.71429,32500,31875
5852,W1J7QB,0,2,2,2,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,W,1,51800,46333.33333,32500,30000
5853,W1J7QD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,32100,28636.36364,17500,18461.53846
5854,W1J7QE,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,49800,44375,27500,28750
5855,W1J7QH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,60200,53333.33333,32500,35000
5856,W1J7QL,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,W,1,57600,48181.81818,17500,27307.69231
5857,W1J7QN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,0,35100,30500,17500,19583.33333
5858,W1J7QQ,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,W,1,88200,82692.30769,110000,58500
5859,W1J7QS,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,55300,50000,27500,32142.85714
5860,W1J7QT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,56600,50833.33333,32500,32857.14286
5861,W1J7QU,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,32700,28636.36364,17500,18461.53846
5862,W1J7QW,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,W,1,62300,55909.09091,42500,35833.33333
5863,W1J7QX,0,2,1,2,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,W,1,53500,47333.33333,32500,30666.66667
5864,W1J7RB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,33200,29090.90909,17500,18461.53846
5865,W1J7RG,0,21,4,15,0,1,2,1,0,0,0,0,0,0,25,1,1,2,1,0,0,0,0,0,0,1,8,4,4,13,5,W,1,63800,56428.57143,110000,36250
5866,W1J7RJ,0,10,8,10,0,1,3,1,0,1,0,0,0,0,14,1,1,5,1,1,1,1,0,0,0,1,2,4,2,3,3,W,1,41700,35472.97297,17500,21170.21277
5867,W1J7RL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,91200,83333.33333,110000,56000
5868,W1J7RP,0,7,5,7,0,0,1,1,0,0,0,0,0,0,9,1,1,4,1,1,0,1,0,0,0,1,2,3,1,0,3,W,1,42300,36545.45455,22500,22611.9403
5869,W1J7RQ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,1,34900,30500,17500,19583.33333
5870,W1J7RS,0,4,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,W,1,64100,57291.66667,47500,37708.33333
