,Postcode,PC_Area,Target,Population aged 65+,Females aged 65-69,Females aged 65+,Females aged 70-74,Females aged 75-79,Females aged 80-84,Females aged 85-89,Females aged 90-94,Females aged 95_99,Females aged 100+,Males aged 65-69,Males aged 65+,Males aged 70-74,Males aged 75-79,Males aged 80-84,Males aged 85-89,Males aged 90-94,Males aged 95-99,Males aged 100+,Females aged under 25,Females aged 25-44,Females aged 45-65,Males aged under 25,Males aged 25-44,Males aged 45-65,Mean Income,Median Income,Mode Income,Lower Quartile
7025,W26EN,W,0,11,2,8,3,1,1,1,0,0,0,1,3,1,0,1,0,0,0,0,11,13,13,9,14,14,35300,29089.59538,17500,16942.06009
7026,W26EQ,W,0,16,2,8,2,2,1,1,0,0,0,2,8,1,2,2,1,0,0,0,10,13,13,8,14,13,32300,26905.40541,17500,16483.73984
7027,W26ES,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,55000,50625,42500,36250
7028,W26ET,W,0,8,1,4,2,1,0,0,0,0,0,2,4,1,1,0,0,0,0,0,6,15,9,6,18,11,54800,48267.97386,32500,30892.30769
7029,W26EU,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,4,3,66200,59326.92308,110000,38750
7030,W26EW,W,0,10,2,7,2,1,1,1,0,0,0,1,3,1,0,1,0,0,0,0,5,5,7,6,7,6,36700,30617.97753,17500,18145.83333
7031,W26HA,W,0,9,2,6,2,0,1,1,0,0,0,2,3,0,0,1,0,0,0,0,3,13,10,7,21,10,69300,62307.69231,110000,40748.0315
7032,W26HB,W,0,8,1,5,1,2,0,1,0,0,0,1,3,0,0,1,1,0,0,0,4,8,5,8,8,8,30400,25500,17500,15966.25767
7033,W26HD,W,0,15,1,8,2,3,0,1,1,0,0,2,7,1,1,1,2,0,0,0,9,10,9,12,13,13,34100,27929.6875,17500,16689.0595
7034,W26HE,W,0,12,1,6,1,3,0,1,0,0,0,2,6,1,1,1,1,0,0,0,8,10,9,11,11,11,40600,34888.88889,17500,21281.09453
7035,W26HF,W,0,6,0,3,1,1,0,1,0,0,0,2,3,1,0,0,0,0,0,0,3,5,4,1,6,4,16600,13314.23895,7500,8340.874811
7036,W26HG,W,0,17,1,8,3,1,1,1,1,0,0,5,9,1,1,0,1,1,0,0,11,13,9,7,16,8,30800,24954.54545,17500,15076.62835
7037,W26HH,W,0,7,0,4,2,1,0,1,0,0,0,2,3,1,0,0,0,0,0,0,6,5,5,3,8,4,32300,26791.04478,17500,16109.09091
7038,W26HJ,W,0,19,3,12,4,1,1,1,1,1,0,2,7,1,1,2,1,0,0,0,7,10,11,14,14,10,32500,27167.9198,17500,16798.07692
7039,W26HL,W,0,19,3,13,5,2,1,1,1,0,0,2,6,1,1,1,1,0,0,0,11,11,13,14,16,9,32400,26621.62162,17500,15950.98039
7040,W26HN,W,0,15,2,10,3,2,1,1,0,1,0,1,5,1,3,0,0,0,0,0,9,24,12,14,29,17,62300,54847.0948,42500,34912.53644
7041,W26HP,W,0,21,3,8,2,1,1,1,0,0,0,3,13,4,2,1,1,1,1,0,27,65,15,22,81,26,55300,48693.49005,32500,31313.52283
7042,W26HQ,W,0,22,1,13,4,2,2,2,2,0,0,5,9,1,1,0,1,1,0,0,12,12,10,8,18,7,30300,25172.41379,17500,15417.45731
7043,W26HR,W,0,13,1,5,2,1,1,0,0,0,0,3,8,0,3,1,1,0,0,0,13,31,12,19,47,15,60500,53550.88496,42500,34557.89474
7044,W26HS,W,0,4,1,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,5,4,4,8,4,37600,32500,22500,20653.15315
7045,W26HT,W,0,22,7,14,3,1,1,1,1,0,0,2,8,3,2,1,0,0,0,0,15,29,23,13,35,18,28800,23697.65494,17500,14624.1947
7046,W26HU,W,0,25,7,13,2,3,1,0,0,0,0,4,12,2,2,3,1,0,0,0,18,53,27,28,75,30,31200,26238.53211,17500,16203.11739
7047,W26HX,W,0,14,4,10,2,1,1,1,1,0,0,1,4,2,1,0,0,0,0,0,11,22,15,10,28,14,40100,34657.09729,22500,21571.63743
7048,W26JA,W,0,3,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,5,13,7,5,13,3,43100,37736.84211,22500,23680.12422
7049,W26JB,W,0,3,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,10,5,5,13,4,68800,61694.21488,110000,40952.38095
7050,W26JE,W,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,8,4,3,8,2,50200,44521.73913,32500,28652.17391
7051,W26JF,W,0,6,1,5,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,6,13,5,5,15,6,53500,48324.60733,42500,31432.29167
7052,W26JH,W,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,4,2,2,6,1,50900,42909.09091,22500,26269.84127
7053,W26JL,W,0,3,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,17,5,4,25,7,62600,55179.3722,42500,35100.80645
7054,W26JT,W,0,8,2,4,1,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,7,16,9,6,17,13,43000,37066.32653,22500,22884.61538
7055,W26JU,W,0,8,2,4,1,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,6,16,7,5,17,12,37200,32297.87234,22500,20250.92937
7056,W26LH,W,1,9,2,5,2,1,0,0,0,0,0,1,4,1,1,1,0,0,0,0,4,6,5,5,6,8,53600,47753.62319,32500,31068.96552
7057,W26LL,W,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,7,4,3,9,2,47700,41515.15152,32500,25850.34014
7058,W26LQ,W,1,4,2,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,3,12,5,2,17,4,71000,63846.15385,110000,41906.77966
7059,W26LS,W,0,3,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,10,5,5,14,4,63800,56597.93814,110000,36538.46154
7060,W26LY,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,3,0,49200,43043.47826,32500,27291.66667
7061,W26ND,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,0,23800,19846.15385,12500,12357.14286
7062,W26NE,W,0,27,3,15,1,4,4,2,0,1,0,1,12,3,1,4,2,1,0,0,11,32,22,14,26,11,44900,37764.97696,22500,22775.70093
7063,W26NF,W,0,24,4,15,2,3,4,1,1,0,0,2,9,3,1,2,1,0,0,0,11,23,21,13,20,16,47300,40979.72973,32500,25650
7064,W26NG,W,0,10,3,6,0,1,1,0,1,0,0,1,4,1,1,0,1,0,0,0,14,18,17,14,21,11,43900,37643.22917,22500,22751.0917
7065,W26NH,W,0,6,3,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,12,15,14,12,17,9,40700,35079.05138,17500,21162.42038
7066,W26NJ,W,0,5,2,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,10,10,11,8,11,6,36400,31406.25,17500,19538.46154
7067,W26NN,W,0,4,1,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,5,6,4,7,7,5,38400,33184.93151,22500,21174.6988
7068,W26NP,W,0,7,2,5,1,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,11,11,6,12,14,7,40800,35110.49724,22500,21681.41593
7069,W26NQ,W,0,5,2,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,8,12,10,8,12,7,30500,25426.99725,17500,15705.76541
7070,W26PA,W,0,10,2,6,1,1,2,0,0,0,0,1,4,2,0,1,0,0,0,0,16,14,12,16,10,9,35000,29285.71429,17500,17739.3617
7071,W26PB,W,0,12,1,6,1,1,2,1,0,0,0,1,6,2,1,1,1,0,0,0,18,17,13,17,12,9,38100,32092.30769,17500,19375
7072,W26PD,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57800,52500,32500,34285.71429
7073,W26PE,W,0,12,2,6,1,1,2,0,0,0,0,1,6,2,1,1,1,0,0,0,16,17,13,18,12,9,41200,35875.48638,22500,21858.97436
7074,W26PF,W,0,9,3,6,1,1,0,1,0,0,0,1,3,1,1,0,0,0,0,0,8,8,9,7,9,5,27100,22540.10695,12500,13464.73029
7075,W26PG,W,0,7,2,4,0,1,0,1,0,0,0,1,3,1,1,0,0,0,0,0,6,7,8,6,7,5,41400,35683.76068,17500,21020.40816
7076,W26PH,W,0,7,2,5,1,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,11,11,6,12,15,7,36600,29802.95567,17500,17756.65399
7077,W26PJ,W,0,6,2,5,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,11,10,6,11,13,7,33700,28263.88889,17500,17148.01444
7078,W26PL,W,0,3,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,6,6,2,43600,37777.77778,17500,22151.16279
7079,W26PN,W,0,7,2,5,1,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,11,11,6,12,15,7,39700,34444.44444,22500,21084.0708
7080,W26PP,W,0,9,4,7,0,1,1,1,0,0,0,1,2,0,1,0,0,0,0,0,14,15,16,12,18,12,34900,29984.61538,17500,17923.07692
7081,W26PQ,W,0,4,1,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,8,8,6,7,5,4,43200,36890.2439,17500,21019.41748
7082,W26PT,W,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,4,3,2,4,2,24700,21509.90099,17500,14035.08772
7083,W26QA,W,0,4,1,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4,12,4,4,18,5,66500,59147.05882,110000,38371.42857
7084,W26QB,W,0,4,1,2,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,4,9,4,5,12,5,65200,57964.60177,110000,37245.76271
7085,W26QD,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,84400,79722.22222,110000,56136.36364
7086,W26QE,W,0,12,2,6,1,1,0,0,1,1,0,3,6,3,0,0,0,0,0,0,10,27,10,10,41,11,61200,54201.4742,42500,34988.12352
7087,W26QG,W,0,2,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,3,9,2,5,13,4,65300,57991.07143,110000,37094.01709
7088,W26QH,W,0,3,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,3,7,2,4,12,5,62200,55318.18182,47500,35593.22034
7089,W26QJ,W,0,25,7,13,4,1,1,0,0,0,0,1,12,1,6,0,2,1,1,0,25,29,34,24,48,19,38000,31852.28605,17500,19155.18825
7090,W26QS,W,0,8,2,5,2,1,0,0,0,0,0,2,3,0,0,1,0,0,0,0,11,22,10,11,28,10,49400,43140.04376,32500,27057.61317
7091,W26QT,W,0,20,7,11,2,0,1,1,0,0,0,2,9,4,1,1,1,0,0,0,12,43,15,9,59,13,63800,56468.59083,110000,36041.00946
7092,W91AA,W,0,4,1,1,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,4,3,6,3,5,5,86400,79883.72093,110000,53396.22642
7093,W91AB,W,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,1,1,2,73700,65555.55556,110000,42954.54545
7094,W91AD,W,0,7,1,2,0,0,1,0,0,0,0,2,5,2,1,0,0,0,0,0,5,4,7,4,5,5,88500,81833.33333,110000,55816.32653
7095,W91AE,W,0,11,2,5,0,1,1,1,0,0,0,1,6,1,1,1,2,0,0,0,8,17,9,8,20,9,61200,54113.30049,42500,34881.51659
7096,W91AF,W,0,6,1,2,0,0,1,0,0,0,0,1,4,1,1,0,1,0,0,0,6,13,7,6,16,6,69300,62133.75796,110000,40674.84663
7097,W91AH,W,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,4,4,2,6,5,80300,73790.32258,110000,49477.61194
7098,W91AJ,W,0,37,2,18,3,2,4,2,3,1,1,3,19,5,3,2,2,2,1,1,28,27,26,20,33,32,64200,57184.80138,110000,37149.91763
7099,W91AL,W,0,8,2,3,1,0,0,0,0,0,0,2,5,1,1,1,0,0,0,0,11,12,12,10,13,13,64900,57016.57459,110000,36122.44898
7100,W91AN,W,0,16,2,8,2,1,0,1,1,1,0,3,8,1,1,1,1,1,0,0,16,17,14,14,16,17,77700,71049.10714,110000,46785.71429
7101,W91AP,W,0,3,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,4,3,1,6,4,30200,25273.9726,17500,15937.5
7102,W91AR,W,0,20,1,9,3,2,1,1,1,0,0,2,11,4,1,1,2,1,0,0,8,15,12,8,20,12,60900,53765.06024,42500,34303.97727
7103,W91AS,W,0,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,3,1,5,3,60600,53445.94595,42500,34487.17949
7104,W91AT,W,0,4,1,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,4,5,2,5,5,48300,42692.30769,32500,27031.25
7105,W91AU,W,0,26,7,15,0,3,3,1,1,0,0,2,11,0,5,1,1,1,1,0,19,37,15,17,44,22,69600,62408.82917,110000,40881.2616
7106,W91AW,W,0,3,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,4,5,4,3,6,5,71400,64187.5,110000,42531.64557
7107,W91AY,W,0,15,1,9,2,2,1,1,1,1,0,0,6,3,0,1,1,1,0,0,8,15,11,7,21,11,64100,56036.58537,110000,35833.33333
7108,W91AZ,W,0,13,1,7,2,2,1,1,0,0,0,0,6,3,0,1,1,1,0,0,7,13,11,7,19,11,50300,42978.33935,32500,26644.95114
7109,W91BE,W,0,10,2,6,2,1,0,0,1,0,0,2,4,1,1,0,0,0,0,0,13,24,20,14,29,17,69600,62409.79381,110000,40970.14925
7110,W91BG,W,0,18,3,10,1,3,1,1,0,1,0,3,8,2,2,0,1,0,0,0,9,34,16,15,32,22,62900,55777.77778,47500,36069.95885
7111,W91BH,W,0,10,1,5,1,1,1,0,1,0,0,1,5,2,1,1,0,0,0,0,9,11,10,8,15,11,75900,68837.2093,110000,45628.1407
7112,W91BJ,W,0,11,1,5,2,1,1,0,0,0,0,1,6,2,0,1,1,1,0,0,5,9,8,5,14,8,61900,54402.17391,42500,34566.32653
7113,W91BL,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,2,3,67100,59545.45455,110000,38235.29412
7114,W91BN,W,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,5,4,3,6,5,85600,80072.46377,110000,54907.40741
7115,W91BP,W,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,4,3,1,4,4,63700,55930.23256,110000,35208.33333
7116,W91BQ,W,0,15,3,8,2,1,1,0,1,0,0,3,7,1,1,1,0,1,0,0,10,20,17,13,25,15,68200,61123.07692,110000,39921.875
7117,W91BS,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,51700,46500,32500,30468.75
7118,W91BT,W,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,4,0,59800,53269.23077,42500,35000
7119,W91BW,W,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,5,4,2,6,5,72300,64461.53846,110000,41893.93939
7120,W91BY,W,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,4,4,2,5,5,71400,63560.60606,110000,41343.28358
7121,W91DA,W,0,3,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,3,9,4,4,12,4,65300,57974.13793,110000,36885.2459
7122,W91DB,W,0,12,3,6,1,1,1,0,0,0,0,3,6,2,1,0,0,0,0,0,7,17,8,7,21,7,61200,54382.02247,47500,35654.54545
7123,W91DD,W,0,4,1,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4,9,7,6,13,6,71800,64391.30435,110000,42068.96552
7124,W91DE,W,0,5,1,2,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,2,9,4,4,9,5,74700,67947.36842,110000,46036.03604
7125,W91DJ,W,0,10,2,4,0,1,1,0,0,0,0,1,6,1,1,3,0,0,0,0,15,36,17,13,38,12,60400,53517.58794,42500,34295.94272
7126,W91DL,W,0,10,1,3,1,1,0,0,0,0,0,1,7,1,1,1,2,1,0,0,12,32,11,8,32,11,54600,47834.15842,32500,30311.05991
7127,W91DN,W,0,8,1,3,1,1,0,0,0,0,0,1,5,1,1,0,1,1,0,0,8,27,9,6,24,9,56700,50221.51899,42500,32422.09632
7128,W91DP,W,0,31,0,14,3,5,4,2,0,0,0,5,17,6,2,3,0,1,0,0,24,27,25,26,27,23,69600,62478.9916,110000,41191.44603
7129,W91DR,W,0,17,4,10,3,2,0,1,0,0,0,3,7,3,0,1,0,0,0,0,23,28,19,23,28,19,71100,63981.95876,110000,42118.86305
7130,W91DS,W,0,7,2,4,0,1,1,0,0,0,0,1,3,1,1,0,0,0,0,0,4,8,4,4,9,5,63200,55989.01099,110000,35867.34694
7131,W91DT,W,0,12,2,5,1,1,0,1,0,0,0,2,7,1,1,1,1,1,0,0,13,14,12,12,14,15,79700,73114.7541,110000,49120.60302
7132,W91DW,W,0,19,5,10,1,2,2,0,0,0,0,2,9,2,1,1,3,0,0,0,10,25,18,13,23,16,69300,61964.28571,110000,40223.09711
7133,W91DX,W,0,3,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,6,5,4,5,6,66100,59065.93407,110000,38152.17391
7134,W91ED,W,0,19,2,10,2,1,2,2,0,1,0,1,9,3,1,3,0,1,0,0,16,27,20,22,33,20,67800,60669.85646,110000,39424.46043
7135,W91EE,W,0,7,1,3,0,0,1,1,0,0,0,1,4,1,1,0,0,1,0,0,8,15,8,6,19,10,52200,45570.93426,32500,28802.589
7136,W91EH,W,0,23,6,11,1,2,1,1,0,0,0,3,12,1,1,1,5,1,0,0,13,35,22,16,33,20,65800,58901.67364,110000,38517.7453
7137,W91EJ,W,0,17,2,9,2,1,2,2,0,0,0,1,8,3,1,3,0,0,0,0,15,26,20,20,31,17,58900,51965.37678,42500,33436.32959
7138,W91EL,W,0,13,3,6,0,2,1,0,0,0,0,0,7,2,0,0,1,3,1,0,13,46,17,20,39,17,65100,58051.02041,110000,37712.87129
7139,W91EP,W,0,7,2,4,0,1,1,0,0,0,0,0,3,1,0,0,0,2,0,0,8,28,11,10,23,9,63400,56394.42231,47500,36760.29963
7140,W91ES,W,0,17,4,10,1,2,0,1,1,1,0,1,7,2,0,1,1,1,1,0,13,44,29,13,51,35,69699.91453,62361.53846,110000,40716.39586
7141,W91ET,W,0,10,1,3,0,0,1,1,0,0,0,2,7,2,2,1,0,0,0,0,6,24,18,9,32,12,65700,58566.87898,110000,37903.72671
7142,W91EU,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,59900,52400,32500,33703.7037
7143,W91EX,W,0,6,1,3,1,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,5,11,6,7,15,7,60300,53246.0733,42500,34310.34483
7144,W91EY,W,0,14,2,7,1,1,2,1,0,0,0,2,7,2,1,1,0,1,0,0,12,24,15,10,30,15,61200,53986.17512,42500,34681.31868
7145,W91EZ,W,0,15,3,8,1,1,2,1,0,0,0,1,7,3,1,1,0,1,0,0,15,29,17,13,37,18,67000,59502.48756,110000,38321.16788
7146,W91HA,W,0,5,2,3,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,9,25,6,14,26,7,63800,56470.58824,110000,35794.97908
7147,W91HB,W,0,8,2,5,1,1,0,0,0,0,1,1,3,2,0,0,0,0,0,0,10,23,7,15,25,8,60900,53655.46218,42500,33937.00787
7148,W91HD,W,0,5,0,3,2,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,11,20,8,9,25,10,60600,53410.04184,42500,34291.33858
7149,W91HE,W,0,7,1,5,1,2,1,0,0,0,0,1,2,1,0,0,0,0,0,0,10,22,9,12,24,12,68400,61077.98165,110000,39360.73059
7150,W91HG,W,0,7,2,4,1,0,0,0,0,1,0,1,3,2,0,0,0,0,0,0,11,28,6,16,28,7,70000,62907.48899,110000,41471.86147
7151,W91HP,W,0,13,5,5,0,0,0,0,0,0,0,3,8,2,3,0,0,0,0,0,6,35,19,27,39,24,73700,66707.31707,110000,44463.41463
7152,W91HR,W,0,12,2,4,1,0,1,0,0,0,0,2,8,2,2,1,1,0,0,0,11,32,22,14,43,16,62600,55358.64979,47500,35616.57033
7153,W91HT,W,0,14,3,8,3,1,0,0,0,1,0,2,6,2,2,0,0,0,0,0,11,21,11,18,17,18,70000,62992.42424,110000,41370.37037
7154,W91HU,W,0,14,2,8,3,2,1,0,0,0,0,1,6,1,2,1,1,0,0,0,12,22,15,17,31,12,65100,57672.72727,110000,36575.34247
7155,W91HX,W,0,3,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,5,3,4,4,5,72100,65000,110000,42314.81481
7156,W91HY,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,4,3,63100,55416.66667,110000,34925.37313
7157,W91HZ,W,0,4,1,2,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,5,11,4,4,13,4,64900,57864.07767,110000,37429.90654
7158,W91JA,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,4,3,88200,82575.75758,110000,58653.84615
7159,W91JB,W,0,3,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,7,4,5,6,5,73000,65625,110000,43076.92308
7160,W91JD,W,1,11,3,6,1,1,1,0,0,0,0,2,5,1,1,1,0,0,0,0,10,18,11,9,19,10,62500,55529.95392,47500,36212.76596
7161,W91JG,W,0,6,0,4,1,1,0,0,2,0,0,1,2,1,0,0,0,0,0,0,7,17,8,10,16,8,65300,58405.40541,110000,37925.53191
7162,W91JH,W,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,8,4,4,10,3,71100,64117.64706,110000,42426.47059
7163,W91JJ,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,88200,82142.85714,110000,58000
7164,W91JL,W,0,4,1,2,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,5,13,5,4,13,5,61900,54618.05556,42500,34833.33333
7165,W91JN,W,0,6,1,4,2,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,9,15,7,6,18,9,67800,60600,110000,38977.27273
7166,W91JP,W,0,6,0,4,1,1,0,0,2,0,0,1,2,1,0,0,0,0,0,0,6,15,8,10,14,8,69300,62208.58896,110000,40828.40237
7167,W91JQ,W,0,6,1,4,2,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,9,15,7,6,20,8,70700,63631.28492,110000,41694.44444
7168,W91JR,W,1,6,2,4,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,4,21,11,7,21,10,50300,43466.0767,32500,26807.06522
7169,W91JS,W,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,4,3,50000,43809.52381,32500,27689.39394
7170,W91JW,W,0,4,1,2,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,3,7,4,5,6,5,86600,81250,110000,56716.41791
7171,W91JY,W,0,4,1,2,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,7,11,6,8,10,9,83600,77337.66234,110000,52021.2766
7172,W91JZ,W,1,3,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,4,5,3,5,5,70000,62968.75,110000,42000
7173,W91LE,W,0,5,1,2,0,0,1,0,0,0,0,1,3,0,1,0,1,0,0,0,9,18,7,8,23,5,62400,55329.67033,47500,35477.38693
7174,W91LF,W,0,8,1,5,1,1,1,0,1,0,0,0,3,1,2,0,0,0,0,0,7,20,6,3,17,5,65500,58351.95531,110000,37324.32432
7175,W91LG,W,0,10,1,6,1,1,1,0,2,0,0,0,4,1,2,0,0,1,0,0,8,25,8,4,21,7,64500,57285.06787,110000,36824.03433
7176,W91LH,W,0,6,1,3,0,0,1,0,1,0,0,1,3,0,1,0,1,0,0,0,9,19,7,8,24,4,74300,67297.2973,110000,44542.68293
7177,W91LJ,W,0,10,1,5,1,0,1,1,1,0,0,1,5,1,1,0,1,1,0,0,11,21,10,11,27,8,72600,65572.91667,110000,43371.55963
7178,W91LN,W,0,5,1,3,1,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,6,13,7,5,14,5,65500,58113.20755,110000,36845.2381
7179,W91LQ,W,0,9,1,5,1,1,0,0,2,0,0,2,4,2,0,0,0,0,0,0,7,17,10,14,15,9,67300,60141.24294,110000,38888.88889
7180,W91LR,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,44600,39583.33333,22500,24807.69231
7181,W91LS,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,73800,67272.72727,110000,46250
7182,W91LT,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,2,9,4,78000,71643.83562,110000,48209.87654
7183,W91LW,W,0,5,0,3,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,4,10,4,5,9,5,68400,61339.28571,110000,40084.74576
7184,W91LX,W,0,13,2,7,2,2,1,0,0,0,0,2,6,2,0,1,0,1,0,0,12,25,12,13,27,11,63800,56722.84644,110000,36426.05634
7185,W91LY,W,0,12,1,7,1,2,1,1,1,0,0,1,5,2,1,1,0,0,0,0,13,26,13,17,29,15,70800,63759.54198,110000,41730.03802
7186,W91LZ,W,0,7,1,5,1,2,1,0,0,0,0,1,2,1,0,0,0,0,0,0,11,25,11,13,28,12,70300,63352.71318,110000,42038.46154
7187,W91NE,W,0,7,2,4,1,1,0,0,0,0,0,1,3,1,0,0,0,1,0,0,9,18,8,9,21,8,70300,63272.72727,110000,41047.90419
7188,W91NF,W,0,6,1,3,1,1,0,0,0,0,0,1,3,1,0,0,0,1,0,0,7,16,7,8,17,7,70600,63519.55307,110000,41583.33333
7189,W91NG,W,0,10,2,5,2,1,0,0,0,0,0,2,5,2,0,0,0,1,0,0,12,22,10,10,25,9,62100,55020.40816,47500,35314.81481
7190,W91NH,W,0,12,3,8,1,1,0,1,1,1,0,0,4,1,1,1,1,0,0,0,6,24,15,9,25,14,51500,45132.62599,32500,28647.64268
7191,W91NJ,W,0,5,2,3,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,6,7,5,5,6,4,46600,40928.14371,32500,25760.86957
7192,W91NL,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,4,2,38900,31492.53731,17500,18791.20879
7193,W91NN,W,0,5,2,2,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,4,8,6,6,11,6,60900,53671.875,42500,34333.33333
7194,W91NP,W,0,9,1,4,2,1,0,0,0,0,0,1,5,2,1,1,0,0,0,0,13,14,12,14,12,10,54100,46640.31621,32500,28704.37956
7195,W91NQ,W,0,7,1,4,2,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,9,16,10,11,22,8,59800,52593.45794,42500,33733.90558
7196,W91NR,W,0,5,1,2,0,1,0,0,0,0,0,1,3,0,1,1,0,0,0,0,7,20,9,7,20,6,61500,53967.3913,42500,34132.65306
